car_km_per_year,public_transport_km_per_year,flights_per_year,electricity_kwh_per_year,natural_gas_m3_per_year,renewable_energy_percentage,diet_type,meat_kg_per_year,waste_kg_per_year,recycling_rate,house_size_m2,num_people_household,carbon_footprint_kgCO2_per_year
9218,9116,6,4928,1851,33,vegetarian,90,522,68,109,3,10667.952
6471,644,2,5989,1425,69,vegetarian,20,199,5,59,1,6214.985
2863,2032,1,3803,224,27,non_vegetarian,4,989,64,61,3,3509.167
10693,2761,9,2109,216,94,non_vegetarian,34,839,58,198,4,6574.204
1177,2068,1,3026,30,98,vegetarian,84,502,27,54,5,2472.688
4760,241,0,1393,1892,38,non_vegetarian,67,675,17,60,5,7997.33
11,2668,4,1843,1082,41,non_vegetarian,47,479,87,104,3,5224.371
16353,802,5,2524,1915,22,vegetarian,79,630,76,143,2,10713.720000000001
11556,5059,5,1603,897,69,vegetarian,94,431,96,76,3,7156.647
11563,195,8,1581,2982,79,non_vegetarian,89,417,9,57,2,13538.401
14051,2187,3,2939,444,1,vegan,61,752,6,115,3,7614.139
11022,2330,0,1132,1258,23,vegan,34,636,36,155,2,6188.992
8234,4841,5,3838,1130,16,vegan,69,839,95,82,2,7458.920000000001
16173,3606,4,4385,1214,64,non_vegetarian,96,188,44,106,2,10413.704000000002
13178,8468,9,4770,2015,69,vegetarian,20,703,85,151,2,10538.16
6570,60,5,3268,2577,68,non_vegetarian,79,610,15,195,1,11310.18
406,3927,2,1975,1936,59,non_vegetarian,38,141,87,71,2,6113.419
9206,6296,1,2813,737,49,non_vegetarian,33,984,13,57,2,7029.259
4431,2591,5,4263,1702,92,non_vegetarian,14,906,10,106,5,7685.990000000001
6542,8758,0,2543,873,11,vegetarian,5,488,82,24,1,4849.5470000000005
8906,9763,6,3835,565,46,non_vegetarian,65,180,86,139,2,7735.16
4146,6121,6,3738,2018,66,vegan,87,501,33,89,4,8380.716
12046,1200,9,2357,1885,64,vegan,55,206,59,132,1,9362.488000000001
12611,2854,6,5134,2123,26,vegetarian,48,210,12,43,5,11291.119999999999
13076,7024,9,2316,546,47,vegan,91,376,38,105,3,7833.156
16524,9428,0,1161,2314,87,vegetarian,0,313,43,164,5,8800.803000000002
4882,6972,3,2909,316,61,vegetarian,64,842,27,45,5,5244.643
14113,136,6,2127,1859,43,vegetarian,27,917,39,22,1,10024.961000000001
13645,1029,8,4870,24,18,non_vegetarian,99,605,15,21,1,10423.8
6012,2594,4,2658,159,58,vegetarian,19,220,49,111,4,3666.7400000000007
17347,7206,1,4125,2643,7,non_vegetarian,47,233,27,21,4,12858.987000000001
7151,661,6,2963,1137,54,vegetarian,71,917,67,169,1,7421.938
3610,2472,9,3289,899,46,vegetarian,64,819,91,90,1,6778.308
9884,86,0,1966,2549,1,vegan,89,470,59,23,1,8879.730000000001
6894,6219,6,1889,1189,93,vegetarian,50,356,11,57,3,6879.177
13467,8143,5,4061,702,93,non_vegetarian,42,796,15,122,5,8248.565
16489,6968,6,4629,0,38,vegan,48,897,52,89,4,7615.398
9873,2773,9,4189,1922,44,non_vegetarian,24,974,53,71,4,10852.174
12289,1700,2,3748,2788,31,non_vegetarian,73,279,48,50,2,12144.004
12208,2700,2,2666,2367,64,vegan,75,147,35,173,3,8867.47
10828,6815,6,4066,1424,37,non_vegetarian,40,698,61,55,1,9705.135999999999
2137,1647,1,2441,381,76,vegetarian,70,996,83,173,1,3064.446
19914,6038,0,2067,1741,10,non_vegetarian,63,118,25,175,3,10557.149999999998
1286,5164,8,5223,1826,9,non_vegetarian,60,145,55,152,4,10281.315
15710,5520,8,3923,1273,58,vegetarian,11,550,89,134,1,9045.23
11371,3687,6,5253,1548,89,vegetarian,80,997,21,93,2,9841.199
15945,596,6,4856,1578,54,vegetarian,68,155,72,37,4,9987.800000000001
7052,4545,2,1826,897,19,vegan,13,840,68,34,5,5225.22
3654,8676,9,5607,716,80,non_vegetarian,33,756,80,116,3,6570.46
18743,8837,1,4985,2354,16,vegan,47,191,48,24,4,11674.726
15600,4757,6,3092,390,67,vegan,60,181,97,56,5,6481.804000000001
8636,4384,8,4179,1699,4,vegan,80,836,1,123,2,11272.072
6441,8912,0,5538,2345,59,non_vegetarian,34,178,52,105,3,8630.882
9667,4733,3,4901,232,22,vegetarian,64,761,6,169,1,7447.052000000001
12149,7081,5,3362,1926,45,non_vegetarian,58,972,99,199,1,10393.896
1798,8690,6,3224,2318,51,non_vegetarian,35,382,76,34,5,8830.003999999999
9600,7117,9,2726,1319,9,non_vegetarian,78,410,19,36,4,11107.960000000001
5495,4729,6,3006,2724,45,non_vegetarian,18,259,93,70,2,9628.734
9900,1673,9,1266,705,27,vegan,41,415,29,64,5,6937.509999999999
13673,8306,1,1837,233,96,vegetarian,68,976,74,141,2,5277.408000000001
11130,9928,3,5584,1391,42,non_vegetarian,18,767,94,175,2,8442.596
15222,7178,4,5797,2892,25,non_vegetarian,38,255,66,168,2,13543.234999999999
1300,2294,0,1686,1255,54,non_vegetarian,68,987,58,189,3,5854.652
9435,3630,0,4361,1896,47,vegetarian,51,813,65,101,5,8216.855
19481,146,9,1356,2538,28,vegetarian,11,567,2,164,3,12866.348
4616,3453,2,4815,2550,26,non_vegetarian,82,952,55,154,4,11462.52
16393,4507,9,1871,889,17,vegetarian,46,561,78,108,4,9151.571000000002
10617,5783,2,2973,591,59,vegetarian,75,953,16,120,1,7157.451
5752,7751,7,5647,745,73,vegan,35,216,51,59,1,5919.807
9852,5628,8,2810,1719,68,non_vegetarian,62,765,6,187,1,11107.779999999999
6295,8328,0,5418,427,73,vegan,75,463,4,62,4,4465.894
17456,3360,1,3641,2744,20,vegan,81,942,97,92,2,11341.868
3225,3005,9,3228,2693,23,non_vegetarian,50,730,96,198,2,11076.589999999998
1316,3552,1,4391,731,2,vegetarian,42,810,53,42,5,5556.650000000001
12337,18,3,5178,799,94,non_vegetarian,33,565,60,114,4,6269.4400000000005
6807,2242,1,3350,2411,61,non_vegetarian,96,874,15,179,1,11127.97
3683,6318,6,5357,201,1,vegan,48,283,66,178,4,6038.611
7227,5097,8,5879,2929,65,non_vegetarian,17,759,58,36,2,11619.879
3273,8640,6,3739,2193,41,non_vegetarian,60,265,46,131,2,9953.185
145,1948,5,3730,835,33,vegan,56,174,47,122,3,4764.346
5010,9137,9,2318,2686,41,vegetarian,92,847,63,77,3,11570.762
16035,5618,0,2535,134,19,non_vegetarian,4,925,49,105,5,5739.724999999999
3040,4236,9,5784,2673,96,vegan,88,371,84,54,4,9113.528
9654,6901,8,3443,1287,67,non_vegetarian,23,790,40,49,3,8892.145
16866,1920,4,2772,2111,44,non_vegetarian,92,602,71,198,3,12265.604000000001
19563,4188,4,4209,2538,74,vegetarian,63,894,21,123,4,12866.938
17633,238,5,5934,40,41,non_vegetarian,58,662,53,184,2,8745.082
17014,204,8,1877,912,46,vegan,37,686,4,141,5,9128.998
14996,5552,7,3870,1729,4,non_vegetarian,32,755,16,153,5,12347.96
16336,4927,7,4200,974,88,vegetarian,9,442,77,53,5,7768.0380000000005
8853,4390,7,5144,1133,48,non_vegetarian,36,799,40,75,3,9178.460000000001
11695,2687,0,4747,2415,36,non_vegetarian,96,734,91,44,2,11533.297999999999
2852,4951,0,3836,1459,33,non_vegetarian,86,943,94,134,5,7444.854
16014,6160,7,1292,2965,72,non_vegetarian,10,350,80,32,4,11767.68
987,5388,4,2651,2040,69,non_vegetarian,23,907,34,82,5,7656.221
7622,9540,8,5631,243,17,vegan,87,934,39,121,1,8319.597
9160,5126,1,5406,2949,77,non_vegetarian,70,229,21,141,2,11073.628
17484,816,8,1536,165,18,non_vegetarian,20,863,47,139,1,7860.662
6652,9012,7,3686,1049,77,non_vegetarian,19,457,52,152,2,6960.737999999999
7421,192,8,1233,1497,39,non_vegetarian,9,791,92,30,4,7220.768999999999
769,1776,3,3652,727,16,vegan,88,507,9,128,3,5286.106000000001
17727,3645,0,3374,1115,59,vegan,46,960,17,123,3,8331.96
14114,6314,0,3272,482,98,vegetarian,99,594,98,130,2,5493.104
4358,8442,4,1966,2590,92,non_vegetarian,46,721,79,191,5,9066.878
11543,1788,1,1889,2978,41,vegan,14,581,48,88,1,9780.671000000002
18733,7374,7,4863,2447,80,non_vegetarian,43,949,70,121,4,12919.060000000001
5699,3700,9,4400,1230,71,vegetarian,61,177,29,21,5,7722.506
17625,9359,4,1034,2666,64,vegetarian,5,613,18,187,3,11483.358
1125,3893,4,5542,2926,52,vegetarian,65,420,54,56,5,9826.99
10793,6811,1,4523,2148,99,vegetarian,75,887,59,137,1,8734.871000000001
6764,9288,6,2763,879,6,non_vegetarian,3,389,86,68,3,6552.838000000001
12323,2679,7,4291,829,4,vegetarian,22,396,71,94,2,8569.942
13031,3904,9,3488,2024,23,vegetarian,12,780,80,183,4,10885.079999999998
14052,7260,0,3700,758,27,vegetarian,80,851,20,94,4,8345.34
12640,504,1,2558,162,61,non_vegetarian,30,574,25,53,3,5210.91
7843,9813,9,5690,1196,16,non_vegetarian,15,122,27,77,2,9656.358
14210,9579,3,3276,2549,19,vegetarian,40,905,38,130,1,12045.71
16456,6773,4,5006,2594,2,non_vegetarian,89,271,32,184,4,15005.494
10106,3816,1,5439,1307,36,vegan,91,934,39,115,3,8333.411999999998
5189,717,0,2103,2428,89,vegetarian,0,417,82,79,4,6180.423
2472,4434,8,2419,2917,14,non_vegetarian,11,897,28,159,2,11049.782000000001
17091,658,0,2478,2952,50,vegetarian,55,954,19,51,1,12108.032000000001
18188,5057,3,4914,1995,47,non_vegetarian,49,292,19,151,2,11681.396
6704,4008,1,4742,1934,7,vegetarian,19,780,73,125,5,8499.81
3713,4994,3,3956,1556,12,non_vegetarian,65,217,11,52,2,8697.574
5051,4234,7,2382,2656,47,vegetarian,35,105,96,62,2,9395.19
10756,3764,7,3574,306,2,non_vegetarian,78,942,24,131,4,9847.316
2475,4637,8,4384,1362,64,non_vegetarian,37,582,24,126,2,8035.146
3610,2104,4,2569,2102,72,vegetarian,21,231,3,28,3,7077.686000000001
4255,9447,6,2894,332,30,vegan,60,192,3,198,4,5159.482
14484,6801,2,3243,2174,25,vegan,49,862,8,133,4,10993.047
1735,8575,9,2866,2752,80,non_vegetarian,95,621,14,144,5,12342.658
8258,2607,3,1028,242,55,vegetarian,58,662,25,39,3,4923.95
7979,8385,9,1705,1884,33,vegetarian,19,960,78,186,2,9240.885
2428,3719,8,2020,2647,8,non_vegetarian,35,393,89,170,5,9917.564
12345,2581,9,3063,1432,61,vegan,96,740,91,60,3,8947.614999999998
7426,2565,9,2446,2550,12,non_vegetarian,14,491,70,63,5,10682.829999999998
8533,2763,0,4664,2651,68,vegetarian,61,348,31,144,1,9148.706
5249,6328,1,3987,302,40,vegan,2,713,75,54,2,3747.9500000000003
19201,5991,4,4602,234,76,non_vegetarian,92,948,98,170,5,8678.118
9686,3406,2,4685,2186,0,non_vegetarian,90,694,51,77,1,12364.108
14109,8923,1,4368,194,88,vegan,4,802,31,67,2,5185.714000000001
661,4780,0,4581,1550,46,vegetarian,55,516,8,77,5,6305.066
12075,4177,9,3762,1792,3,vegetarian,30,242,77,120,5,10787.608
14788,6476,2,5037,646,99,vegetarian,85,336,12,76,5,6778.309000000001
10060,2604,0,1572,2048,62,vegan,34,386,55,186,5,7033.139999999999
15836,8181,0,5088,560,51,vegetarian,70,376,43,175,4,7273.586
10526,2382,0,1614,1119,9,non_vegetarian,69,486,96,83,5,7094.662
3374,531,7,5050,712,27,non_vegetarian,25,481,95,81,4,6436.89
207,6079,2,1325,412,5,vegan,0,549,82,102,4,2476.601
2665,634,0,4740,537,26,vegan,82,390,29,132,1,4333.72
18877,9961,6,1358,1878,11,vegetarian,6,268,15,131,2,10624.800000000001
632,2,9,4777,2476,61,non_vegetarian,35,542,11,81,4,10073.298999999999
3083,8397,2,3371,234,51,non_vegetarian,75,755,73,113,3,5222.275000000001
13711,5951,7,2721,2396,47,non_vegetarian,83,283,65,104,4,12722.105000000001
10123,5626,3,2349,1779,66,non_vegetarian,86,144,17,45,3,9550.366
7123,7739,3,4696,1893,45,non_vegetarian,24,854,12,198,1,9639.686000000002
10754,6003,4,4896,1504,96,vegan,93,926,92,140,3,7192.414000000001
1679,2890,5,5260,1862,73,vegetarian,58,367,23,69,1,7456.062
15901,6239,6,2596,2443,94,non_vegetarian,60,575,11,134,1,12497.18
236,8026,3,2627,1374,14,vegetarian,28,352,59,55,1,5713.8859999999995
7446,3306,7,3502,415,70,non_vegetarian,94,495,59,173,3,7663.110000000001
4443,897,5,4808,1909,35,non_vegetarian,17,388,92,52,3,8078.9220000000005
15463,9277,0,1192,915,13,non_vegetarian,40,311,85,142,1,7068.9400000000005
8555,9471,0,3674,80,77,vegan,18,788,99,119,1,2878.4440000000004
18752,670,8,4845,2083,2,non_vegetarian,3,120,0,87,2,12620.95
16669,7291,9,3577,1090,66,non_vegetarian,64,415,42,92,1,10897.7
148,1505,5,1091,2688,85,non_vegetarian,40,663,54,155,5,8441.639000000001
13395,6460,9,5234,2929,18,non_vegetarian,14,537,39,42,2,14223.566
4895,5167,7,1480,1690,98,non_vegetarian,53,522,63,89,2,8160.802
17396,5255,6,3916,756,75,vegetarian,63,332,33,74,2,8494.342
11023,249,5,5435,2670,53,vegan,71,222,33,190,5,10735.407
10699,6457,3,2075,467,68,vegetarian,14,973,47,129,2,5595.892
9715,1892,6,3513,1165,9,vegetarian,78,711,32,168,2,9389.278999999999
19169,3439,8,1798,2403,32,non_vegetarian,49,313,67,169,3,12931.992
16163,2854,9,5570,2756,12,non_vegetarian,21,938,29,28,3,15353.864
5782,9695,9,4949,1494,98,vegetarian,17,746,83,181,1,7386.416
18792,3792,6,1604,1644,50,vegetarian,79,929,89,173,1,10387.442
16724,5330,0,3979,1019,31,vegetarian,1,829,78,148,4,7363.839
2817,7871,9,5916,1614,74,non_vegetarian,35,699,70,127,5,8526.49
15096,8235,8,1597,901,23,vegetarian,19,891,70,152,3,8585.435000000001
18880,3612,3,2532,672,34,vegetarian,15,139,28,188,1,7268.804
5299,2618,2,1513,438,82,vegetarian,66,851,22,169,5,4788.674
